post_link,original_link,final_link,post,title,author,date
http://web.archive.org/web/20210121185243/https://ghanaxtra.com/2021/01/bulldog-expresses-gratitude-to-mahama-for-wise-counsel.html,https://ghanaxtra.com/2021/01/bulldog-expresses-gratitude-to-mahama-for-wise-counsel.html,https://ghanaxtra.com/2021/01/bulldog-expresses-gratitude-to-mahama-for-wise-counsel.html,"Artiste Manager, Lawrence Nana Asiamah Hanson, popularly known as Bulldog, has expressed his gratitude to former President John Dramani Mahama.According to the tough speaking Bulldog, he is grateful to Mr. Mahama for his “consolatory call and wise counsel”.The appreciation comes after he was granted bail on 13th January 2021 after he was arrested following alleged threats on President Akufo-Addo.A lengthy post on social media by Bulldog also extended appreciation to Ibrahim Mahama, the leadership of the NDC, and friends in the entertainment and media landscape.Read his full post belowInnumerable thanks to my big brothers His Excellency John Dramani Mahama and Ibrahim Mahama. Your Excellency, the consolatory call and wise counsel was humbling! God bless you sir. To the national organizer of the NDC, comrade Joshua Akamba, the entire executive, leadership, rank, and file of the National Democratic Congress around the world, words cannot express my appreciation for the concern and support. Thank you so much.To my family and friends in the entertainment and media landscape, I say thank you for the love and support. To my wife and prayer pillar, my dad, siblings, and entire family thank you for being there. To the personnel of BNI and the Ghana Police Service, I salute your professionalism.To the inmates I spent time within the roughest and toughest cell in Ghana (striking force), I say be strong and God keep you safe.To my entire legal team, you are exceptional. To every prayer said for me by friends, family, acquaintances, well-wishers and unknown admirers, God bless you all. To all around the world that called sent messages to console me, God blessings is what ask for you. There’s a tall list of names I owe gratitude to, God bless you all. Through it all I give thanks to God for life and strength in the course of this beautiful ordeal. My resolve is unshaven with God as my strength!Call our Editor on 0209391902 or click here and inform us via Whatsapp. You could equally email your stories or articles to [email protected] and we'll surely put them online",Bulldog Expresses Gratitude To Mahama For Wise Counsel,"Frank A. Hartmann, Managing Editor",2021/01
http://web.archive.org/web/20181122183640/http://ghanaxtra.com/2018/11/in-wake-of-nissan-scandal-france-calls-for-interim-governance-at-renault.html,http://ghanaxtra.com/2018/11/in-wake-of-nissan-scandal-france-calls-for-interim-governance-at-renault.html,https://ghanaxtra.com/2018/11/in-wake-of-nissan-scandal-france-calls-for-interim-governance-at-renault.html,"James McAuleySimon DenyerNovember 20 at 9:12 AMPARIS — French Finance Minister Bruno Le Maire called on Tuesday for an “interim governance” structure to be put in place at Renault while the financial dealings of auto executive Carlos Ghosn are investigated.Ghosn was arrested Monday in Japan, where he serves as the chairman of Nissan. The Japanese automaker announced that Ghosn would be dismissed because of “significant acts of misconduct” that allegedly included underreporting his own salary and using company assets for his personal benefit.Ghosn, a Brazilian-born French citizen of Lebanese descent, also serves as chairman of Mitsubishi Motors and chairman and chief executive of France’s Renault. The French government controls a 15 percent stake in that company, and the news from Japan seemed to catch Paris off guard.“Carlos Ghosn is no longer in a state to lead the group,” said Le Maire, speaking Tuesday morning on France Info television .But Le Maire added that he was calling for answers, not necessarily for Ghosn’s resignation. He said the government began examining Ghosn’s fiscal activities in France once the Nissan news broke in Japan, but that for now, “there is nothing special to report on the tax situation of Mr. Ghosn in France.”For the moment, Le Maire said, the French government would not be demanding Ghosn’s departure from Renault’s board because “we have no proof” of any financial wrongdoing in France.The board is slated to convene Tuesday evening in Paris to settle on a new interim governing structure.The news of Ghosn’s shock arrest sparked an even more defensive reaction in Lebanon, where his heritage is a source of some pride.Lebanese Foreign Minister Gibran Bassil said in a statement he has instructed the Lebanese ambassador in Tokyo to follow the case and ensure that Ghosn gets fair treatment, according to the Associated Press. Ghosn represents “a model of Lebanese success abroad, and the Lebanese Foreign Ministry will stand by him in his crisis to make sure he gets a fair trial,” Bassil said.In Japan, Ghosn’s sudden fall from grace dominated headlines, with details of the accusations against him leaking into the media.National broadcaster NHK said Nissan had paid “huge sums” to buy and maintain luxury residences for Ghosn in Beirut, Paris, Amsterdam and Rio de Janeiro that were not justified for legitimate business reasons.The purchases were not declared in stock market filings, while Ghosn was underpaying or not paying rent, NHK alleged, citing unidentified sources.The Nikkei newspaper, again citing anonymous sources, alleged that nearly $18 million had been funneled through a Dutch subsidiary of Nissan to purchase a condominium on Rio’s prestigious Copa Cabana strip and a luxury home in Beirut.NHK also alleged that Ghosn, who was in charge of paying Nissan’s top 13 executives, had secretly siphoned off some of that money for himself.    Public prosecutors have only confirmed that Ghosn, along with representative director Greg Kelly, was arrested for failing to declare around $44 million in Ghosn’s income on Nissan’s official securities reports submitted over five years starting from 2011. Nissan shares fell more than 5 percent in Tokyo trading Tuesday.“It’s extremely regrettable,” Japanese Chief Cabinet Secretary Yoshihide Suga told reporters. “We will watch developments closely.”Denyer reported from Yokohama, Japan. Read more:Nissan says chairman Carlos Ghosn has been arrested over alleged financial misconductNissan sees profit dip as sales fall, offsetting cost cutsTesla isn’t the only company creating cool electric vehicles anymoreToday’s coverage from Post correspondents around the worldLike Washington Post World on Facebook and stay updated on foreign newsCredit:Washington Post via: USAHintCall our Editor on 0209391902 or click here and inform us via Whatsapp.You could equally email your stories or articles to admin@ghanaxtra.com and we'll surely put them online","In wake of Nissan scandal, France calls for ‘interim governance’ at Renault",GhanaXtra,2018/11
http://web.archive.org/web/20181122183640/http://ghanaxtra.com/2018/11/mi5-too-slow-over-manchester-arena-bomber.html,http://ghanaxtra.com/2018/11/mi5-too-slow-over-manchester-arena-bomber.html,https://ghanaxtra.com/2018/11/mi5-too-slow-over-manchester-arena-bomber.html,"MI5 admits for the first time that it made a mistake in failing to track the 2017 Manchester bomber, MPs have said.A report by the Intelligence and Security Committee said MI5 recognised it had moved “too slowly” to establish how dangerous Salman Abedi, 22, was. The security service had cause to monitor Abedi’s return to the UK from Libya days before the attack in which 22 people died, the report said.Martin Hibbert, injured in the blast, said the truth was now coming out.And Dan Hett, from Survivors Against Terror – who lost his brother Martyn in the attack – said the “litany of mistakes in 2017 must urgently be learnt from”.In wide-ranging criticisms, the committee said the government had also failed to fully learn lessons from attacks dating back 13 years. Abedi is believed to have been taught bomb-making while in Libya, before returning to Manchester in May last year to construct his device. He walked into the foyer of Manchester Arena, where thousands had been watching US singer Ariana Grande perform, and blew himself up. A previous report into the attack revealed that MI5 had planned to review the risks posed by Abedi – but the meeting was not scheduled to take place before the attack occurred. In its findings, the ISC said there had been “no follow-up action” after Abedi visited a jailed terrorist organiser from Manchester. Furthermore, MI5 could have put a plan in place to monitor Abedi’s movements, which would have revealed his return to the UK from Libya, days before he struck. “MI5 have since admitted that given the information they had on Abedi, they should have done so,” said the committee. “Abedi had been flagged for review but MI5’s systems moved too slowly.”The committee said one failing it had identified was so sensitive, it could not be shared publicly. But it added: “What we can say is that there were a number of a failings in the handling of Salman Abedi’s case.“While it is impossible to say whether these would have prevented the devastating attack on 22 May, we have concluded that as a result of the failings, potential opportunities to prevent it were missed.”Mr Hibbert, who was left paralysed by the explosion, welcomed the report’s release. His daughter was also wounded as they left the arena when the bomb went off.“It doesn’t make things any easier but it means at last there is some compassion being shown and some accountability in terms of people saying ‘We didn’t do our job’.“It’s a start. It’s just sad that it’s taken 18 months,” he said.Another survivor, Robby Potter, who took his 11-year-old daughter Tegan to the concert, said he was considering taking legal action against MI5.His injuries from 37 pieces of flying shrapnel have meant he’s been unable to return to his job as a drainage engineer, and now drives lorries.“I’d have more respect for them if they had said immediately after [the attack] ‘we made a mistake – we underestimated this man’,” he said.“I love my country but I was let down. This could have been stopped, and we’re finding out now that it should have been stopped.” In their highly-critical report, MPs and peers on the committee also found: The committee also attacked the Home Office for failing to properly co-operate over its attempts to investigate how the Parsons Green attacker, Ahmed Hassan, went undetected. It had made “multiple attempts” to extract the “full evidence” from the Home Office – but the information had not been provided in time. “This is unacceptable,” said the committee. “From what we have seen to date there were fundamental failings in the handling of this case by the Home Office, the police and Surrey County Council. “This litany of errors will require a separate comprehensive review to which the Home Office must be directly answerable.”Salman Abedi was a “closed subject of interest” for MI5 – someone who had once been a cause of concern – but there had been an assessment on the available intelligence that he was not going to turn to violence. That meant the 22-year-old went into a pool of 20,000 closed SOIs – people who are not under active investigation anymore. What the review makes clear is that the system for triggering a rethink of individuals in that closed group was too slow to react to a changing picture – and the security service has acknowledged its processes didn’t, on this occasion, deliver.The big problem is that intelligence on suspects is fragmentary. A British-Libyan young man travelling to Libya is not the stuff of red alerts. But his visit to a jailed recruiter and facilitator would have been a relevant piece of information for the review of Abedi that had been planned. That information hadn’t reached MI5 before the attack. And that’s why the committee says there are really serious questions to be answered by all arms of government over whether everyone is learning lessons from every terrorism conspiracy of recent years.The committee said that despite these concerns about government, it recognised that MI5 and the police had taken the mistakes seriously. “We note that both MI5 and counter-terrorism policing have been thorough in their desire to learn from past mistakes,” it said.“We also know and acknowledge the determination with which they approach their work, which we regard as impressive. “However, it has been striking how many of the issues which arose in relation to the 2017 terrorist attacks have been previously raised by this committee in our reports on the 7/7 attacks [in 2005] and on the killing of Fusilier Lee Rigby [in 2013]. “We have previously made recommendations in all these areas yet the government failed to act on them. The lessons of last year’s tragic events must now result in real action.”Home Secretary Sajid Javid said: “We have updated our counter-terrorism strategy, introduced new legislation to allow threats to be disrupted earlier and have increased information-sharing with local authorities.“We are also ensuring technology companies play their part by stopping terrorists from exploiting their platforms,” he added. Scotland Yard said the police and MI5 have foiled 13 plots since the Westminster attack in March 2017.Assistant Commissioner Neil Basu, the head of counter-terrorism policing, said: “We will not let the terrorists who carried out these appalling attacks to succeed in scaring and dividing us.”The Met was, he said, doing more now to improve the handling and assessment of intelligence and making better use of data.It is currently handling more than 700 live investigations, involving 3,000 people posing the biggest threat and another 20,000 who are also considered a concern. 22 March: Khalid Masood runs down and kills four people on Westminster Bridge before stabbing a policeman to death outside Parliament.22 May: Salman Abedi, 22, detonates a home-made bomb in Manchester Arena’s foyer blowing crowds off their feet as they leave an Ariana Grande concert. Twenty-two people die and more than 800 are injured.3 June: Eight people are killed when three attackers drive a van into pedestrians on London Bridge and launch a knife attack in Borough Market.19 June: Darren Osborne drives a van into worshippers near Finsbury Park Mosque, killing one man and injuring nine others.15 September: Ahmed Hassan, 18, plants a home-made bomb on a Tube train at Parsons Green, which injures 51 people when it partially explodes.Credit:BBC via: USAHintCall our Editor on 0209391902 or click here and inform us via Whatsapp.You could equally email your stories or articles to admin@ghanaxtra.com and we'll surely put them online",MI5 ‘too slow’ over Manchester Arena bomber,GhanaXtra,2018/11
http://web.archive.org/web/20220128222150/https://ghanaxtra.com/2021/12/kofi-mensah-the-ghanaian-football-agent-managing-aubameyang-other-top-stars.html,https://ghanaxtra.com/2021/12/kofi-mensah-the-ghanaian-football-agent-managing-aubameyang-other-top-stars.html,https://ghanaxtra.com/2021/12/kofi-mensah-the-ghanaian-football-agent-managing-aubameyang-other-top-stars.html,"Names like Jorge Mendes, Mino Raiola, Jose Otin, Pini Zahavi, and Pere Guardiola come to mind as top football agents across the world.But there are other agents who are making waves for themselves and are managing some of the top footballers now.One such agent is Kofi A. Mensah, a London-based Ghanaian Director at Premier Sports Talent Football who manages some of the top football stars.Kofi Mensah who describes himself as “I’m from 100% Ghana and 100% London” manages the career of Pierre-Emerick Aubameyang, Kido Taylor-Hart, and other top football clients.Previously, he was a producer and reporter at top international media companies including Sky Sports, IMG, the BBC and Perform.With a deep love for Africa and specialist knowledge in digital sports content and commercialisation, he has developed award-winning campaigns for clients including FIFA, Right to Dream, and Pepsi.He has also held senior leadership roles, including, Head of Content and Partnerships at youth lifestyle network TRACE, where he oversaw all content for Europe and Africa. I was also the Head of Content at sports investment company Aser.He is into athlete career management and works extensively as a strategy and brand consultant for athletes, brands, and rights holders at the top end of international sport.Call our Editor on 0209391902 or click here and inform us via Whatsapp. You could equally email your stories or articles to [email protected] and we'll surely put them online",Kofi Mensah: The Ghanaian Football Agent Managing Aubameyang & Other Top Stars,"Frank A. Hartmann, Managing Editor",2021/12
http://web.archive.org/web/20211017151719/https://ghanaxtra.com/2021/09/angry-osei-tutu-students-destroy-assistant-headmasters-farm-over-strict-invigilation.html,https://ghanaxtra.com/2021/09/angry-osei-tutu-students-destroy-assistant-headmasters-farm-over-strict-invigilation.html,https://ghanaxtra.com/2021/09/angry-osei-tutu-students-destroy-assistant-headmasters-farm-over-strict-invigilation.html,"Some final year students of Osei Tutu Senior High School in the Ashanti Region have attacked the school farm of the Assistant Headmaster of the school.The Assistant Headmaster, Mr. Aidoo had his plantain farm destroyed by the angry students for being strict in the examination hall.They reportedly left behind a note threatening to cause more havoc if Mr. Aidoo continues to be strict in the ongoing examination.The 2021 West African Senior School Certificate Examination (WASSCE) started Friday, August 20, 2021, with roughly 446, 321 candidates across the country.The figure is made of 224,884 females and 221,437 males.A statement issued by the West African Examinations Council (WAEC) indicated that 965 schools were participating in the exams, out of which 651 were public schools and 314 private schools.According to the statement, the Ashanti Region had the highest number of candidates with 108,485 students, followed by the Eastern Region with 65,623 candidates participating in the examinations.The Upper West Region had the lowest representation with 9,338 candidates.The examination, which commenced with Project Work for Visual Arts candidates, is expected to come to an end on Friday, October 8, 2021.Candidates will write the English language (oral) paper on Wednesday, September 2, 2021, while the English language Essay and objective papers would be written on Monday, September 13, 2021.Call our Editor on 0209391902 or click here and inform us via Whatsapp. You could equally email your stories or articles to [email protected] and we'll surely put them online",Angry Osei Tutu Students Destroy Assistant Headmaster’s Farm Over Strict Invigilation,"Frank A. Hartmann, Managing Editor",2021/09
http://web.archive.org/web/20181122183640/http://ghanaxtra.com/2018/11/jose-mourinho-celebration-against-juventus-was-loved-by-manchester-united-fans-on-twitter.html,http://ghanaxtra.com/2018/11/jose-mourinho-celebration-against-juventus-was-loved-by-manchester-united-fans-on-twitter.html,https://ghanaxtra.com/2018/11/jose-mourinho-celebration-against-juventus-was-loved-by-manchester-united-fans-on-twitter.html,"United’s manager caused a storm by cupping his ear towards the home fans following the club’s 2-1 Champions League win in TurinManchester United fans enjoyed Jose Mourinho’s celebration towards Juventus fans following their 2-1 win in Turin on Wednesday night in the Champions League.Mourinho was criticised for cupping his ear towards the home fans, which saw Leonardo Bonucci confront him at full-time.
Jose Mourinho with Leonardo Bonucci after the final whistleUnited legend Paul Scholes was among the critics and said on BT Sport he needs to ‘win with class’.Juventus looked to be heading for a win at home after Cristiano Ronaldo’s stunning goal gave them the lead, with the former Old Trafford star celebrating wildly, much to the dismay of many United fans.
Ronaldo celebrated his goal by showing people his torsoBut Juan Mata curled in a late free-kick and Alex Sandro turned the ball into his own net as the Red Devils won 2-1.The post-match scenes, while condemned by some, was loved by many United fans on Twitter.That’s the old #Mourinho we love, his arrogance gives belief, when he first arrived he told everyone he was the best and convinced his players they were too, we need more of that! WHAT A RESULT! @ManUtd 🙏🏽⚽️❤— Josh Shepherd (@Coachjoshshep) November 7, 2018Mourinho’s personality just keeps growing on you. He’s not perfect, which he admits!! You either love him or hate him, but you just can’t ignore him. He’s our box office manger, José Mourinho ♥️ #mufc #Mourinho pic.twitter.com/BODQHEPkDq— Vaibhav (@taintedrobot) November 8, 2018LOOK AT JOSE MOURINHO AFTER THE GAME. DON’T EVER TELL ME THIS MAN DOESN’T LOVE THIS CLUB. UNBELIEVABLE FROM THE SPECIAL ONE. WHAT A MAN. HUGE WIN.— Red Devil Bible (@RedDevilBible) November 7, 2018THIS IS WHY WE DON’T NEED ANY MANAGER. JOSE MOURINHO IS LOVE ❤️❤️❤️❤️❤️— ➆ (@MysticalAlexis) November 7, 2018What goes around comes around Ronaldo. Jose Mourinho the DON Loool this is why i love Manchester United.Never ever right us off❤️❤️ pic.twitter.com/usRG5jiiNi— Tяυsτ №¹-Yahya™ (@RealistYahz) November 7, 2018Mourinho also took a swipe at the Football Association in his interview after the match following his charge for using alleged offensive language after the Newcastle game.Credit: talkSPORTvia: USAHint SportsCall our Editor on 0209391902 or click here and inform us via Whatsapp.You could equally email your stories or articles to admin@ghanaxtra.com and we'll surely put them online",Jose Mourinho celebration against Juventus was loved by Manchester United fans on Twitter,Frank A. Hartmann,2018/11
http://web.archive.org/web/20181122183640/http://ghanaxtra.com/2018/03/icgc-pastor-gives-thieves-13-days-surrender-face-wrath-god.html,http://ghanaxtra.com/2018/03/icgc-pastor-gives-thieves-13-days-surrender-face-wrath-god.html,https://ghanaxtra.com/2018/03/icgc-pastor-gives-thieves-13-days-surrender-face-wrath-god.html,"The Head Pastor of the International Central Gospel Church (ICGC)  in Sakumono, Reverend Anthony Cudjoe has given some suspected thieves a 13-day ultimatum to surrender.Reverend Anthony Cudjoe, a Senior Pastor and Presbyter of the Calvary Temple Church made the revelation during a church service on Sunday March 4, 2018 after some thieves broke into the church’s auditorium.He warned that the only way left for the thieves to avoid the wrath of God is for them to come forward and confess to the crime.Some alleged thieves in the early hours of today broke into the auditorium of the church and attempted to steal three 42 inches plasma screens.But the timely intervention by the Sakumono police patrol team who responded promptly immediately after receiving a distress call foiled the attack.The thieves who are alleged to have bolted upon hearing the siren of the police dropped and destroyed one of the plasma televisions in the process. .A congregant who spoke to Ghanaxtra.com on condition of anonymity said the angry man of God who could not fathom the reason behind the attack said God will intervene for the church.So far no arrest has been made.Meanwhile, the church has declined to comment on the issue.Call our Editor on 0209391902 or click here and inform us via Whatsapp.You could equally email your stories or articles to admin@ghanaxtra.com and we'll surely put them online",ICGC Pastor Gives Thieves 13 Days To Surrender Or Face The Wrath Of God,Frank A. Hartmann,2018/03
http://web.archive.org/web/20200503085750/https://ghanaxtra.com/2020/04/mosquito-spray-kill-covid-19-uk-begin-trials.html,https://ghanaxtra.com/2020/04/mosquito-spray-kill-covid-19-uk-begin-trials.html,https://ghanaxtra.com/2020/04/mosquito-spray-kill-covid-19-uk-begin-trials.html,"There is hope that citriodiol which proved effective in killing other types of coronavirus could work against the newest strain that has ravaged the world.The UK Ministry of Defence which is leading the investigations has asked British troops to use it against the killer virus.A spokesman for the Ministry, however, indicated, “further work is required to determine its full effectiveness, acquisition and distribution.“Citriodiol is known to have anti-viral properties and has been used as a barrier against the SARS 1 virus.“Its utility for protecting against COVID-19 is therefore being explored by the Ministry of Defence as an additional protective measure for personnel working on the response,” he added.Manufacturers of the product, Citrefine International Ltd, have previously said there is a “very good chance” it could curtail the disease.If results prove positive, the repellent would be used every four hours.Meanwhile, the World Health Organization said no existing evidence suggest that the virus can be transmitted by mosquitoes and that an insect repellent would therefore be ineffective in curtailing it.Call our Editor on 0209391902 or click here and inform us via Whatsapp. You could equally email your stories or articles to [email protected] and we'll surely put them online","Mosquito spray could potentially kill COVID-19, UK Scientists begin trials","Fiifi Dixon, Editor-at-large",2020/04
http://web.archive.org/web/20220525044517/https://ghanaxtra.com/2022/03/customer-wrongfully-arrested-by-stanbic-bank-gets-compensation.html,https://ghanaxtra.com/2022/03/customer-wrongfully-arrested-by-stanbic-bank-gets-compensation.html,https://ghanaxtra.com/2022/03/customer-wrongfully-arrested-by-stanbic-bank-gets-compensation.html,"A Ghanaian young man, Benjamin Ankomah-Appiah who was wrongfully arrested after he went to Stanbic Bank to withdraw from his bank account has been duly compensated.Benjamin Ankomah-Appiah’s issue gained public attention after he narrated his ordeal on social media.The issue was given strong attention by social media activist, Kwame A-plus and he has been duly compensated.In a Facebook post, Kwame A-plus revealed that Stanbic Bank and Benjamin Ankomah-Appiah have agreed on a settlement and the compensation has been paid accordingly.The post reads in parts as: “Earlier today I accompanied Benjamin Ankomah-Appiah to Stanbic Bank headquarters. I’m happy to inform you that after just a few minutes of deliberations, we signed an agreement, and compensation was paid”.Read the full post belowRead the full narration by Benjamin Ankomah-Appiah belowI went to ATM machine to withdraw my last ₵100 but could not so I decided to go to the Stanbic Bank Ghana (thats my bank) banking Hall to do the withdrawal.When I got there, the teller told me that my account has been frozen so I should wait. About 5mins later, two staff of @stanbic Bank Ghana came with police officers to arrest me. At that time, I didn’t know what was going on but I was taken to Police station. I wrote my statement as I have written above and was put in cell after.I still didn’t know what I had done but I stayed in cell for for more than 24hrs. Later I was permitted to call a friend and she came with a lawyer to bail me. As at that time, no @stanbic bank official had told me anything.I went to work and I was told by my boss that Stanbic Bank says I have used my account to withdraw ₵4,800 from their client which was never true. Later, my boss gave me a lawyer and we sent them a letter. That was when an employee of @stanbic bank told me they were sorry and it was a mistake.The guy offered to pay ₵1000 as the lawyer’s fee and I said no. Unfortunately, the lawyer told me before we could pursue the case, I have to pay ₵3,000 and some court charges but I couldn’t afford that.
@stanbic bank has also decided not to mind me but I am left in a state of dilema.Waiting for your advice and directions Sir
Thank youBen Ankomah-Appiah.Call our Editor on 0209391902 or click here and inform us via Whatsapp. You could equally email your stories or articles to [email protected] and we'll surely put them online",Customer Wrongfully Arrested By Stanbic Bank Gets Compensation,"Nana Ama Sarfowaa, Reporter",2022/03
http://web.archive.org/web/20190213123629/http://ghanaxtra.com/2019/02/savannah-region-damongo-chosen-as-regional-capital.html,http://ghanaxtra.com/2019/02/savannah-region-damongo-chosen-as-regional-capital.html,https://ghanaxtra.com/2019/02/savannah-region-damongo-chosen-as-regional-capital.html,"Damongo has been chosen as the regional capital of the newly created Savannah region.President Akufo-Addo addressing a ceremony to mark the presentation of Constitutional Instrument(CIs) to back the creation of the new regions today February 12, 2019, at the Jubilee House said Damongo has been chosen as the capital of the new Savannah region.According to him, the creation of the new Savannah region is in fulfilment of years agitations, petitions and pleas made by the people over the years.“Today’s ceremony, the presentation of the Constitutional Instrument for the creation of the Savannah Region and the signing of the Instrument of Attestation, are as a result of twenty-three(23) years of agitation, pleas and petitions made by successive Yagbonwuras, Members of Parliament, the Gonja Youth Association, among others to successive goverments for the creation of this region, to no avail.”Backing the creation of the new region, he revealed that one will not be wrong if he describes the Savannah region as the least developed in Northern region.He revealed that the Northern regional Minister, Honourable Salifu Saeed has been tasked to act as caretaker Minister until  a substantive Minister is appointed.Bono East and Ahafo Region will have their constitutional instruments presented on Wednesday, February 13, 2019.Western North and Oti regions will take their turns on Friday, 15th February 2019.Meanwhile, each new region has been allocated seed money of 20 million cedis from the budget to enhance the socio-economic development outlook of the regions.Call our Editor on 0209391902 or click here and inform us via Whatsapp. You could equally email your stories or articles to info@ghanaxtra.com and we'll surely put them onlineLog in to leave a comment ",Savannah Region: Damongo Chosen As Regional Capital,Frank A. Hartmann,2019/02
http://web.archive.org/web/20211201101811/https://ghanaxtra.com/2021/11/court-issues-bench-warrant-for-arrest-of-francis-xavier-sosu.html,https://ghanaxtra.com/2021/11/court-issues-bench-warrant-for-arrest-of-francis-xavier-sosu.html,https://ghanaxtra.com/2021/11/court-issues-bench-warrant-for-arrest-of-francis-xavier-sosu.html,"The Kaneshie District Court has issued a bench warrant for the arrest of National Democratic Congress (NDC) Member of Parliament for Madina, Mr. Francis-Xavier Sosu.This was after the MP, who has been provisionally charged for unlawfully blocking a public road and the destruction of public property, failed to appear in court for the third straight.The court presided over by Oheneba Kufuor issued the bench warrant following a prayer by the prosecutor, Assistant Superintendent of Police (ASP), Sylvester Asare.When the case was called today, (Nov 29), counsel for the legislator, Mr. Victor Adawudu, notified the court of a motion on notice challenging the court’s jurisdiction to hear the case.Again, the counsel said his client was absent because he was part of the parliamentary committee LQBTQI+ bill and was engaged in parliament.The prosecutor prayed the court to issue a bench warrant adding: “He (MP) has a clear intention and has demonstrated that this court cannot procure his attendance and it amounts to disrespect to this court.“I have been ambushed by this process and this even confirm by this application that he will not appear”, ASP Asare said.Mr. Adawudu stressed that the absence of his client was not deliberate as he (MP) had to attend to the business of parliament.The court, in upholding the prosecution’s prayer to issue the bench warrant said there was too much deception in the system.The presiding judge issued the bench warrant and adjourned the case to January 12, 2022.Source: graphic.com.ghCall our Editor on 0209391902 or click here and inform us via Whatsapp. You could equally email your stories or articles to [email protected] and we'll surely put them online",Court Issues Bench Warrant For Arrest Of Francis-Xavier Sosu,"Nana Yaw, Reporter",2021/11
http://web.archive.org/web/20211017151719/https://ghanaxtra.com/2021/10/leader-of-western-togoland-papavi-hogbedetor-reported-dead.html,https://ghanaxtra.com/2021/10/leader-of-western-togoland-papavi-hogbedetor-reported-dead.html,https://ghanaxtra.com/2021/10/leader-of-western-togoland-papavi-hogbedetor-reported-dead.html,"The leader and founder of Separatist Group, Homeland Study Group Foundation (HSGF), Charles Kormi Kudjordzi popularly called Papavi is reported dead.Media reports indicate that the octogenarian passed away this weekend after a short illness.He reportedly passed away at an unnamed hospital in Ho.The  Homeland Study Group Foundation (HSGF) which was founded by the late Papavi Hogbedetor has been demanding the secession of the Volta Region and parts of the Northern, North East and Upper East Regions from Ghana to become the Western Togoland state.The group claims that residents of the Western Togoland voted to become a union with the Gold Coast (now Ghana) but the union had not been established up till now and that Ghana opted to be a unitary state under the plebiscite in 1956 [referendum] to be in union with a common constitution with the WesternTogoland and the Gold Coast but there had been no unionized constitution up to date.The group further claims that the Western Togoland was not incorporated in the act establishing the Gold Coast by Queen Elizabeth of the United Kingdom.It has been calling for the declaration of Western Togoland which is perceived as stretching from Kulungugu in the Upper East Region to Keta in the Southern coast by the Atlantic ocean as a sovereign state.According to the group the Gold Coast voted to be a unitary state on July 12, 1956, while the Western Togoland voted to be in union with Ghana on July 9, 1956, and that the union had not been established till now.Call our Editor on 0209391902 or click here and inform us via Whatsapp. You could equally email your stories or articles to [email protected] and we'll surely put them online",Leader of Western Togoland Papavi Hogbedetor Reported Dead,Staff Writer,2021/10
